RecyclerID,Company Name,Info,Status,Type,Address,District,State
8504,MELIORATE LUBES PVT LTD,Recycler,Pending at applicant,Authorization,PLOT NO 1729 KHATA NO 72 VILLAGE - LODHMA CHHATTARMANDU RAMGARH Ramgarh,Ramgarh,JHARKHAND
1323253,Mothiya Brothers,Recycler,Pending at applicant,Authorization,"Karan Kunj, Jagdish Colony, Near Hafed Godown Jind Road Hansi Hisar",Hisar,HARYANA
8095,MS 2nds Computers,Recycler,Pending at applicant,Authorization,"J-71 AND J-72, INDUSTRIAL AREA, IIDC, KOSI KOTWAN, Mathura, Uttar Pradesh, 281403 Mathura, Uttar Pradesh, 281403 MATHURA Mathura",Mathura,UTTAR PRADESH
132,M/S E-WASTE RECYCLERS INDIA,Recycler,Pending at applicant,Authorization,"E-49, UPSIDC INDUSTRIAL AREA, KOSI KOTWAN, Mathura, Uttar Pradesh, 281403  Mathura Mathura",Mathura,UTTAR PRADESH
19644,MUZASHI RECYCLERS PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,KH-355 HUSAINPUR BOPADA KHATAULI UTTAR PRADESH 251203 MUZAFFARNAGAR Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH
9206,NATIONAL TRADING CORPORATION,Recycler,Pending at applicant,Authorization,"6A,,FIRDOS COMPOUND,,KHERANI ROAD,NR.RAHAT HOTEL KURLA WEST,MUMBAI SUBURBAN MUMBAI Thane",Thane,MAHARASHTRA
19511,NAVKAR RECYCLING PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,GROUND Survey number 84 Khanivali Road Wada Shiraspada GROUND Survey number 84 Khanivali Road Wada Shiraspada Palghar Thane,Thane,MAHARASHTRA
6805,New India Organics,Recycler,Pending at applicant,Authorization,Gala No 158 Hissa No 1/A Village Uttarshiv Gotheghar Taluka and District Thane Thane Thane,Thane,MAHARASHTRA
13387,New India Recyclers,Recycler,Pending at applicant,Authorization,"Gat NO. 849/2728, Ambethan Gaon , Plot No-5/6 Tal -Khed Dist- Pune NA Pune Pune",Pune,MAHARASHTRA
275,Ortech India Corporation,Recycler,Pending at applicant,Authorization,Plot no 67 B Lodhi Majra Industrial Area Baddi Solan,Solan,HIMACHAL PRADESH
13779,PRAKASH METAL HOUSE,Recycler,Pending at applicant,Authorization,"GATA NO 243 NEAR RUNKATA POLICE CHOWKI, RUNKATA ARTAUNI AGRA AGRA Agra",Agra,UTTAR PRADESH
9814,PRIVI SPECIALITY CHEMICALS LIMITED,Recycler,Pending at applicant,Authorization,"Plot C-3,4,5,6,7,8,9,6/1,x-9,x10,x11,33/1, MIDC Mahad, MIDC Mahad Mahad Raigarh(MH)",Raigarh(MH),MAHARASHTRA
9125,PUNE ok GREENS ELECTRONIC WASTE RECYCLER PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,S NO 29/9 PANSARE NAGAR YEVALEWADI  TAL HAVELI DIST PUNE Pune,Pune,MAHARASHTRA
28882,RAZA ENTERPRISES,Recycler,Pending at applicant,Authorization,"Sr. No. 124, Shed-A Gate No. 1 Khandve Nagar Pune-Nagar Road Kharadi Pune Tal. Haveli, Dist. Pune 411047 Pune Pune",Pune,MAHARASHTRA
8962,RECYCLE MITRA ECO CARE LLP,Recycler,Pending at applicant,Authorization,"Plot No-A368, Floor No.1, M.H Industries,Road No-26 Wagle Indusrial Estate, Thane, Thane (Municipal Corporation), Thane Mumbai Thane",Thane,MAHARASHTRA
6398,Resource e Waste Solutions Pvt Ltd,Recycler,Pending at applicant,Authorization,H-30 kosi kotwan industrial area Tehsil Chatta Kosikalan Rural Mathura Mathura,Mathura,UTTAR PRADESH
2368777,REWASTO RECYCLING,Recycler,Pending at applicant,Authorization,"PLOT NO. R-4, I.A. SITE-5, GREATER NOIDA  GREATER NOIDA Gautam Buddha Nagar",Gautam Buddha Nagar,UTTAR PRADESH
8869,RKE RECYCLING INTERNATIONAL LLP,Recycler,Pending at applicant,Authorization,"GALA NO 2 , SOLITIORE  BUILDING, TIRUPATI INDUSTRIAL ESTATE SATIVALI ROAD , VASAI  EAST VASAI Thane",Thane,MAHARASHTRA
909808,SACHIN ENTERPRISES,Recycler,Pending at applicant,Authorization,"PRATAPGANJ, 123/751, BLOCK T-74 GADAARIYAN PURWA FAZALGANJ KANPUR Kanpur Nagar",Kanpur Nagar,UTTAR PRADESH
82236,SAHNI ENTERPRISES,Recycler,Pending at applicant,Authorization,"K K NO 228/285, HADBAST NO 645, MOHAL ANJI,  SHAMLECH BAROG BY- PASS, BELOW RAILWAY STATION solan Solan",Solan,HIMACHAL PRADESH
1810077,SARA RECYCLING,Recycler,Pending at applicant,Authorization,"C 12,KUMBALAGOD INDUSTRIAL AREA PHASE 1 KUMBALGOD BENGALURU URBAN C12 KUMBALGOD INDUSTRIAL AREA PHASE 1 KUMBALGOD BENGALURU URBAN BENGALURU Bangalore",Bangalore,KARNATAKA
59352,SHABBIR TRADERS,Recycler,Pending at applicant,Authorization,"Gala No P/16 S. No 121/1 AND 121/2,BALAJI INDUSTRIS PARK, TONDRE VILLAGE MIDC Taloja Road, BEHIND HINDALCO COMPANY, Taloja MIDC, Navi Mumbai, Raigad, Maharashtra, Navi Mumbai Raigarh(MH)",Raigarh(MH),MAHARASHTRA
43277,SHEELTRON DIGITAL SYSTEMS PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,"Site No. 27, Maney Estate, Sy No121, Kumbalgodu Industrial Area Kumbalgudu Taluk, Bangalore Urban Bengaluru Bangalore",Bangalore,KARNATAKA
9479,Shiwshakti Metal Works,Recycler,Pending at applicant,Authorization,Vill - Jaladhulagori PO - Dhulagori PS - Sankrail Dist - Howrah Sankrail Howrah,Howrah,WEST BENGAL
1897809,Shreeram E Waste Recyclers And Traders,Recycler,Pending at applicant,Authorization,"KHARSAM, P.S HATHAURI, NEAR JANKI NAGAR CHOWK , KHARSAM, SAMASTIPUR, BIHAR, 847105  SAMASTIPUR Samastipur",Samastipur,BIHAR
2679387,SHRI RAAM RECYCLING,Recycler,Pending at applicant,Authorization,"952/21, GURUVARAJAKANDIGAI GUMMIDIPOONDI GUMMIDIPOONDI Tiruvallur",Tiruvallur,TAMIL NADU
7945,SIDDHAVI TECH,Recycler,Pending at applicant,Authorization,NH 52 POLT NO A 58 B/H M I D C OFFICE OSMANABAD Osmanabad,Osmanabad,MAHARASHTRA
1283515,SONI RECYCLE COMPABY,Recycler,Pending at applicant,Authorization,VPO SANWAR CHARKHI DADRI  BHIWANI Bhiwani,Bhiwani,HARYANA
14131,SPRECO RECYCLING,Recycler,Pending at applicant,Authorization,"D-45, TEHSIL RAIKOT, INDUSTRIAL FOCAL POINT RAIKOT, LUDHIANA, PUNJAB, 142034 RAIKOT Ludhiana",Ludhiana,PUNJAB
239,Spreco Resource Recyclers,Recycler,Pending at applicant,Authorization,"Khasra No 235, Village Abdulpur Khekada, Baghpat, Baghpat Bagpat",Bagpat,UTTAR PRADESH
753495,SRI BALAJI,Recycler,Pending at applicant,Authorization,"ARAZI NO - 316/7, VIL-KATARIA PARGANA-RALHUPUR CHANDAULI Chandauli",Chandauli,UTTAR PRADESH
15081,STAR RECYCLING,Recycler,Pending at applicant,Authorization,"R K Industrial Zone-09, Plot No.45, Kuwadva-Wankaner Road AT. Ranpur, Tal.Rajkot, Gujarat 360023 RAJKOT RAJKOT Rajkot",Rajkot,GUJARAT
14045,SUN E WASTE RECYCLING CO,Recycler,Pending at applicant,Authorization,"F-163, Kosi Kotwan Extension 1, KOSI KOTWAN, Kosi Kotwan, Mathura, Uttar Pradesh, 281403 Delhi Mathura Mathura",Mathura,UTTAR PRADESH
146,SUNGEEL INDIA RECYCLING PVT LTD,Recycler,Pending at applicant,Authorization,"PLOT NO 59C 59D GOLLAPURAM IP, HINDUPUR Hindupur Ananthapur",Ananthapur,ANDHRA PRADESH
9466,TRISHYIRAYA RECYCLING INDIA PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,"SHED NO. 10, PLOT SW-51, APPAREL PARK INDUSTRIAL AREA BASHETTIHALLI, KASABA HOBLI, DODDABALLAPURA TALUK Bengaluru Bangalore Rural",Bangalore Rural,KARNATAKA
8971,UNIQUE RECYCLING,Recycler,Pending at applicant,Authorization,Gat No 287  Nanekarwadi Tal Khed  Pune Pune,Pune,MAHARASHTRA
6507,Universal Waste Management,Recycler,Pending at applicant,Authorization,B-10 DPK Comp Khairani Rd Sakinaka Mumbai Mumbai,Mumbai,MAHARASHTRA
154,URBAN METALS,Recycler,Pending at applicant,Authorization,E-2118 Ramchandrapura RIICO Industrial Area Sitapura Jaipur Sanganer Jaipur JAIPUR Jaipur,Jaipur,RAJASTHAN
254,USH INDIA RECYCLER PVT LTD,Recycler,Pending at applicant,Authorization,PLOT NO 4-5 BARUN INDUSTRY AREA ARUNGABAD BARUN Aurangabad(BH),Aurangabad(BH),BIHAR
2826170,VIABLE E-WASTE RECYCLER PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,"Structure Plot no. K-38, Situated At Village Begrajpur Industrial Area Tehsil Khatauli MZN Khanupur Muzaffarnagar",Muzaffarnagar,UTTAR PRADESH
229,VICTORY RECOVERY RECYCLE TECHNOLOGIES INDIA PRIVATE LIMITED,Recycler,Pending at applicant,Authorization,"1, DOUBLE DRAGON INDUSTRIAL PARK, KANNUR POST,KOTTAIYUR TIRUVALLUR Tiruvallur",Tiruvallur,TAMIL NADU
