Company Name,Capacity Allotted (MT/A),Email Address,Phone Number,Type
"Vozon Comsof Pvt Ltd, Sr No 19/9 Indira College Road, Buchade Vasti Road, Tal. Mulshi Dist Pune, Marunji, Pune",5000.0,rajendrakale.vozon@gmail.c om,8600726007,Refurbisher
"J K Corporation,
 Survey No. 242/274, Hissa No. 1 & 2, Vaganpada, Near Nana Steel, Pelhar, Nalasopara (E),
 Tal. Vasai, Dist. Palghar",200.0,j.kcorporation0786@gmail.c om,9769739420,Refurbisher
"Ambar Enterprises,
 S. No. 93, H. No. 1/1/2, Autade Nagar,Handewadi, Pune, Tal. Haveli, Dist. Pune",1000.0,ambarent028@gmail.com,9890812746,Refurbisher
"Kohinoor E-Waste Recycling Pvt. Ltd. Gut No. 205/1 and 205/2, Opp. Gurudatta Washing Centre, Dhekhu, Khalapur, Dist. Raigad",8000.0,kohinoorewasterecycling @gmail.com,9821227048,Refurbisher
"Poona E-Waste Solutions,
 S. No. 322/2, Uruli Devachi, Tal. Haveli, Dist. Pune",250.0,poonaewastesolutions@g mail.co m,8888999362,Refurbisher
"J Choudhary & Company, Sr. No. 67/3, Pipewal Lane Mohammadiya Estate, Pimpri Old Mumbai Pune Road, Pimpri, Thane 400612",500.0,jchoudharyandco@gmail.c om,9869063886,Refurbisher
"E-Refine Corporation, Gut No. 24, Plot No. 2, Dargah Road, Additional Daultabad, Tal. & Dist. Aurangabad",520.0,tapoffice15@gmail.com,9823998866,Refurbisher
"Wonder Print Technologies, Plot No. H-3/16, MIDC Ambad, Nashik, Tal. & Dist. Nashik",375.0,sakaria@wonderprint.in,9373522555,Refurbisher
"Masstech Recycling LLP, Gala no 56, 58, 59 & 82, M.J.K. Compound, Kherani Road, Sakinaka, Mumbai - 400072 - 400072",400.0,bharatscrap07@gmail.co m,9821430755,Refurbisher
"Nasib Scrap Centre, Gat No. 57, At
 Moi Kuruli Chakan, Tal. Khed, Dist. Pune",111.0,rohan91000091@gmail.co m,9890191506,Refurbisher
"Roshani Scrap Center,
 Gut No. 879, Nurani Masjid, Kudalwadi, Chikhali,
 Pune-411062, Tal. Haveli, Dist.
 Pune",200.0,roshaniscrappune@gmail. com,9765615108,Refurbisher
"GNG Electronics Pvt. Ltd.,
 Plot No. Gen-2/1/B, D Block, TTC Industrial Area,
 MIDC Turbhe, Navi Mumbai, Tal. &
 Dist. Thane",1200.0,"vipul.g@electronicsbazaar
 .com",7667568801,Refurbisher
"Diamond Machinery Tools, S. No. 11/30, Gala No. 1372,
 Gausiya Market, Village Pimpri, Tal.
 & Dist. Thane",115.0,mujahidsk@hotmail.com,9869146970,Refurbisher
"New India Recyclers
 Plot No. 5 & 6, Gut No. 849/2728, Village Ambethan,
 Tal. Khed, Dist. Pune",500.0,aslam.quamer@hotmail.c om,9869146970,Refurbisher
"Jai Ambe Enterprises,
 S. No. 80/1, Ekta Kata, Thakurpada, Old M.P. Road, Navi Mumbai, Tal. & Dist. Thane",190.0,jaiambeenterprises48@g mail.com,7710999855,Refurbisher
"Moonlaxmi-E-Waste & Recycling Solutions LLP, Plot No 1125, Sr. No. 15/1/1, Arihant Marg, Near Sukhada Vardha Society, Sukhasagar Nagar, Katraj,
 Pune, Tal. Haveli, Dist. Pune",400.0,ratan@sezindia.co.in,9322251644,Refurbisher
"Big Bull Recyclers Private Limited, Gut No.269/8/2, Village Jawale Kadlag, Tal. Sangamner, Dist.
 Ahmednagar",5100.0,aartirahane414@gmail.co m,8208331808,Refurbisher
"Zakiya Amin Enterprises, Shop No. 8, Noor Apartment, Shreeji Building, Dange Wadi,
 Nalasopara, Tal. & Dist. Palghar",60.0,zakiyaaminent102@gmail. com,9822772102,Refurbisher
"Maharashtra Enterprises Plot No.D-49/2, MIDC Dhule Dist. Dhule",300.0,mahaenter22@gmail.com,9892884231,Refurbisher
"Amin Industries,
 Plot No. C-7/B, MIDC Mirjole, Tal. & Dist. Ratnagiri",200.0,halimshaha6822@gmail.c om,8149127777,Refurbisher
"Erecon Recycling Pvt. Ltd., Gut No. 94, Chitegaon,
 Tal. Paithan, Dist. Aurangabad",500.0,e.recon21@gmail.com,9860579870,Refurbisher
"Go Green E-Recycling,
 Sr. No. 70, Panvel Shil Road, Village Dahisar Pimpri, Tal. & Dist. Thane",300.0,erecyclinggogreen@gmail. com,9833195131,Refurbisher
"Sai Enterprises,
 Plot No. A-8, Gut No. 357/87, Waghjai Nagar, Kharabwadi, Chakan, Tal. Haveli, Dist. Pune",240.0,dinesh_dpn@yahoo.co.in,9881771133,Refurbisher
"Somnath Industries Pvt Ltd..
 OS-56, J Block,,Opp Alpha Foam, Old Landge Kusti Kendra, MIDC Bhosari,
 Tal. Haveli, Dist. Pune",4000.0,somnathindustriespune1 @gmail.com,7558426313,Refurbisher
"Bombay Scrap Traders,
 Gut No. 280, Opp. Indian Petrol Pump, NH-4, Village Sate, Tal. Mawal, Dist. Pune - 412106",1000.0,bombaytraders78@gmail. com,9820294042,Refurbisher
"Afton E-Waste Recycling,
 S. No. 66, Hissa No. 2/2, Gala No. 1, Village Goteghar,
 Janta Market, Near Kashinath Weigh Bridge, Tal. & Dist. Thane",200.0,aftonewasterecycling@gm ail.com,9819399357,Refurbisher
"ASK Steel,
 Gat No. 15, Kudalwadi, Chikhali, Tal. Haveli, Dist. Pune",400.0,asksteel1@gmail.com,8087814368,Refurbisher
"M. S. Malik,
 Plot No. 2/1, 3, 4/1/A, S. No. 5/1, 2, 3/4, Behind Decathlon, Vilholi, Tal. & Dist. Nashik",400.0,m.s.malik1973@gmail.co m,9049049113,Refurbisher
"Aman E-Waste Disposal,
 S. No. 11/12, Shantinagar, Bhosari, Tal. Haveli, Dist. Pune",120.0,amanewastedisposals@g mail.com,8149808801,Refurbisher
"Glacier Waste Management LLP, Plot No. B-49, MIDC Vita, Tal. Miraj. Dist. Sangli",450.0,info.glacier21@gmail.com,9404648183,Refurbisher
"Trishulin Enterprises, Plot No. 42, S. No. 905/1,
 Musalgaon,
 Tal. Sinnar, Dist. Nashik",300.0,aniljoshi008@gmail.com,9760009893,Refurbisher
"Kesariya Metal Conrporation,
 Gat No. 147, Shed No. 1, Mhalunge, Chakan,
 Tal. Khed, Dist. Pune",300.0,kmcpune017@gmail.com,9422459362,Refurbisher
"Raj Enterprises,
 Gut No. 90, At Post Dhakale, Tal. Baramati, Dist. Pune",1113.0,vinodrathi1975@gmail.com,9762777007,Refurbisher
"Imagine Marketing Limited, Warehouse No. 12-B, Mumbai Nashik Highway, Near Padgha Toll Naka, Opp. Urban Tadka, Bhiwandi, Tal. Bhiwandi, Dist. Thane",790.0,jignesh.rambhia@imaginem arketingindia.com,9821038358,Refurbisher
"Shuaib Traders,
 Gat No.669, Jadhavwadi, Chikhali, Pune, Tal. Haveli, Dist. Pune",700.0,afrojsilmane@gmail.com,9588637379,Refurbisher
"Deshwal Waste Management Pvt.
 Ltd., Gut No. 520, Shed-1, Behind Shell Petrol Pump, New Wagholi Road, Wagholi, Tal. Haveli, Dist.
 Pune",1000.0,anillnarang@rediffmail.com,9910055057,Refurbisher
"Dev IT Serv Pvt Ltd,
 Gat No. 520, Shed No. 2, Behind Shell Petrol Pump, New Wagholi Road, Wagholi, Tal. Haveli, Dist. Pune",150.0,sudip.pal@ditserv.com,9910033243,Refurbisher
"Shree Recyclers,S. No. 208-2, At Post Boribadak, Chandanwadi, Tal. Daund, Dist. Pune",180.0,shreerecycler@gmail.com,9822334823,Refurbisher
"Lexim International Pvt. Ltd.
 Plot No. D-192, MIDC Ranjangaon, Tal. Shirur, Dist. Pune",200.0,aditya.s.lolage@gmail.com,9393366060,Refurbisher
"Naaz Trading Company
 Gat No. 66, Dehu Alandi Road, Near Masjid, Chikhali, Tal. Haveli, Dist.
 Pune",180.0,shakilalvi360@gmail.com,8527289786,Refurbisher
"Rajmudra Trading,
 Gat No. 262, Near Waluj Nursery, Village Waluj,
 Tal. Gangapur, Dist. Chatrapati
 Sambhajinagar",250.0,"rajmudratrading2121@gmail
 .com",9923671717 NA,Refurbisher
"V K Metal Corporation Gut No. 433 Part, Usar Tal:- Wada, Dist:- Palghar.",600.0,vkmcpsi2019@gmail.com,9320028491,Refurbisher
"Clean E-waste Recycling, Survey No. 109/2, Richard Compound, Pelhar,Vasai (East), Tal. Vasai, Dist.
 Palghar",100.0,Info@cleanrecycling.in,9833562539,Refurbisher
"Lilashana Sales, Ramdas Company, Nandra Road, Khamgaon, Dist.
 Buldhana",360.0,inglesales007@gmail.com,9850349580,Dismantler
"National Traders, S. No. 103/1/2, Undri-Saswad Road, Autade, Handewadi, Tal. Haveli, Dist. Pune",250.0,national.autade@gmail.com,9850757587,Dismantler
"S. S. E-Waste Recyclers, Gut No.
 442, Village Usar, Kondla Road, Tal. Wada, Dist. Palghar 421312",1500.0,ssewasterecyclers@gmail. com,9022181911,Dismantler
"AG Enterprises, Gat No. 815 (1), Kudalwadi, Chikhali, Pune 411062",365.0,agpune57@gmail.com,9822783051,Dismantler
"Aman Trading Co. F/1, Annasagr Market, Behind Farooqi Hotel, Kurla Andheri Road, Jarimari, Kurla
 (W), Mumbai 400072",100.0,aqtanveer11@gmail.com,9833721472,Dismantler
"Amiable Electroning Pvt. Ltd., Plot No. D-141, Shirawane, TTC Industrial Area, MIDC Shiewane,
 Nerul, Navi Mumbai",750.0,"vipul.g@electronicsbazaar
 .com",7667568801,Dismantler
"E-Recon Recycling Pvt. Ltd., Gut No. 94, Chitegaon, Tal. Paithan, Dist.
 Aurangabad",500.0,e.recon21@gmail.com,9860579870,Dismantler
"Eco Layer E-Waste Recycling, S. No. 11, H. No. 1/1, PT-8, S. K. Indl.
 Estate, Choudhary Compound,
 Vasai E, Palghar",110.0,nafeeshkhan35@gmail.co m,9820750836,Dismantler
"Prabhunath Traders, Sr. No. 314, H.
 No. 2, Uruli Devachi, Tal. Haveli, Dist. Pune",1680.0,scrapcomputer11@gmail. com,9326262223,Dismantler
"Kalawishwa Electrical, B-47 (Sub letting), MIDC Waluj, Dist.
 Aurangabad 431136",300.0,sandeepgore11@yahoo.co m,9225321499,Dismantler
"Royal Scrap Traders, Gut No. 23,
 Plot No. 8, Mayurnagar, Naregaon, Dist. Aurangabad",230.0,omdhoot@gmail.com,7028021132,Dismantler
"Maharashtra Enterprises, Plot No. 17, Rangara Industrial estate, Kiravali (Adivali), Old Thane Pune Road, Tal. Panvel, Dist. Raigad",500.0,mahaenter22@gmail.com,9892884231,Dismantler
"Sigma Enterprises, Plot No. 5 & Gut No. 54/0, Adiwali, Tal. Panvel, Raigad",350.0,abdulwahidkhan1038@g mail.co m,9821751038,Dismantler
"Saani Enterprises, Gut No. 64, Plot No. 65, Mahal Pimpri, Dist.
 Aurangabad",1200.0,shaikhjawed555@gmail.co m,9373301060,Dismantler
"Baban Plastic, Gut No. 1, At.
 Sajapur, Tal. & Dist. Aurangabad 401136",500.0,acc.babanplastic@gmail.c om,9923299786,Dismantler
"Sultan Disposal Stores, S. No. 28/2A/B, Undri, Opp. R Point, Pune Saswad Road, Tal. Haveli, Dist. Pune
 411028",600.0,sultandisposalstores@gma il.com,9822082794,Dismantler
"Indian Scrap Traders, Survey No. 11, Hissa No. 3/A, Ghusia Market, Gala no: 661, Vill: Pimpari, Post Dahisar, Dist: Thane",200.0,indianscrapt@gmail.com,25164797,Dismantler
"Bombay Recyclers Pvt. Ltd., Gala No. P-17-18, S. No. 121/2, Balaji
 Industrial Park, Behind Hindalco Co. MIDC Taloja, Panvel, Dist. Raigad",200.0,bombayrecyclers@gmail.c om,9821174239,Dismantler
"Hari Om Scrap Traders, 957/43, K.P. 2nd Lane, S. P. Road, Opp. Om Namahshivaya Bldg. Mumbai
 Central, Mumbai",49.5,hariomscrap@gmail.com,9820135742,Dismantler
"Go Green Recycling, Unit No. 75/66, Hasti Industrial Estate, TTC Industrial Area, Mahape, Navi
 Mumbai",150.0,gogreenrecyclingindia@g mail.co m,9892859959,Dismantler
"New India Scrap Traders, Plot No. 31/E, Ashok Nagar, Dist.
 Aurangabad",150.0,newindia95@gmail.com,9545950000,Dismantler
"Navkar Recycling, Sr. No. 69, Hissa No. 15, Mahamadiya Estate, Mumbai Panvel Road, Post.
 Dahisar, Dist. Thane",1000.0,recycling.navkar@gmail.co m,9987470404,Dismantler
"Harshita Green Recyclers, Gat No.
 452, Urse Talegaon Dhabade, Tal. Maval, Dist. Pune",500.0,harshitagreenrecyclers@g mail.co m,9850205186,Dismantler
"Vora Computers Pvt. Ltd., 1B, Lara Apartments, Sadhu Vaswani Chowk, Hotel Woodland Lane, 1/D/3, Tal. & Dist. Pune",50.0,voracomputers_pl@hotm ail.com,9823582374,Dismantler
"Clean Tech, B/8, Gala No. 3, Parasnath Indl Estate, Anjurphata Road, Village Val, Tal: Bhiwandi
 Dist: Thane",360.0,aashoksing@gmail.com,9892602502,Dismantler
"Green IT Recycling Centre Pvt. Ltd., Gat No. 207, Plot No. 3 & 4, Near Scienunero Company, Near PMT Depot, Shindewadi, Tal. Bhor, Dist.
 Pune",1000.0,"rth_raj@hotmail.com
 avis.tech@rediffmail.com",9822356062,Dismantler
"Bhavesh Enterprises, Sr. No. 225/11, Hissa No. 23, Gausiya Compound, Gate No. 1, Vill. Pimpri,
 Tal. & Dist. Thane",200.0,thoufise.11@gmail.com,9987263156,Dismantler
"Om Recycling, 19/2, Mangalwa
 Peth,19/2 mangalwar peth pune., Peth, Dist. Pune",100.0,omrecycling@gmail.com,9850205186,Dismantler
"Process Recycling, Gala No,2, S. No 302, Richard Compound Near Maharashtra Vajan Kata, Umang pharma road vasai phata, Dist.
 Palghar",125.0,san.karande1@gmail.com,7757967675,Dismantler
"New Shivam Enteprises, Gala No.
 326, At. Post. Khandale, Near Suruchi Dairy, Dist. Pune",4800.0,csashishbhadade@gmail.c om,7066904939,Dismantler
"Mahesh Traders, Plot No. 316, Shree Shahu Market Yard, Tal. Karveer, Dist. Kolhapur",107.0,"maheshchetiwal11@gmail
 .com",9823901011,Dismantler
"Manihar Enterprises, Survey No.
 74, Village Goteghar, Tal. Thane, Dist. Thane",1000.0,shamimmanihar7@gmail.c om,9326135646,Dismantler
"Asquare Industrial Solutions, Gala No. 3, Plot No. 35, Mulgaon, MIDC Khopoli, Tal. Khopoli, Dist. Raigad",300.0,asquare1516@gmail.com,9860034557,Dismantler
"Map Trading Company, Gat No.
 670, Villoli, Tal. & Dist. Nashik 422010",500.0,abhi26mish@gmail.com,9028155357,Dismantler
"Environment Experts, Gala No. 11, Lane, J. K. Compound, Opp. Roshan Comp. Kherani Road, Sakinaka,
 Mumbai",350.0,abhi26mish@gmail.com,90281553570,Dismantler
"Green Enviro Services, 118/1,
 Wasali, Tal. Khed, Dist. Pune",700.0,"greenenviropune@gmail.c
 om",9604991177,Dismantler
"Bsqaure E-Waste Recyclers, Gala No. 800, Survey No. 69/3, Siddhivinayak Market, Mohammadia Estate, Pimpri, Thane, Dist: Thane, Maharashtra.",325.0,bdwadde501@gmail.com,9920440149,Dismantler
"SK E-Waste Disposal, Gat No. 116, Fine Weight Bridge, Jadhavwadi, Chikhali, Tal: Haveli, Dist: Pune.",250.0,shadiqkhan50@gmail.com,9766696298,Dismantler
"Mahalaxmi E- Recyclers Pvt. Ltd. Plot No.77 & 78, Subplot No. 3A, Ramtekdi Industrial Area, Hadapsar, Tal. Haveli, Dist. Pune",525.0,mpmehta_2000@yahoo.c om,7276411826,Dismantler
"Kapila Enterprises, Gat No. 46/3,
 At. Post. Supa, Tal. Parner, Dist: Ahmednagar",250.0,kapilaentarprises2482@g mail.co m,9762803306,Dismantler
"Aqsa Stamping, Plot no. 55, Rangara Industrial Estate, 33/35, Kiravali (Adivali), Tal. Panvel, Dist.
 Raigad.",300.0,"aqsastamping@rocketmail
 .com",9820026815,Dismantler
"CPG Shell Mould & Casting, Plot No. W- 39, Additional MIDC, Satara",1000.0,cpgshell@gmail.com,9822777706,Dismantler
"Rolex Entrprises, Survey No. 218,
 Hissa No. 4/1, Dahisar, Navi Mumbai",500.0,rolex2030@gmail.com,9820072030,Dismantler
"Eco Tech Recycling, C/6, (5), Sagar Industrial Estate, S. No. 46/4, Dhumal Nagar, Vasai (E), Tal: Vasai,
 Dist: Palghar.",450.0,saiprasad.anavkar@gmail. com,9664998192,Dismantler
"R T Corporation, S.No.377, H.No.2, Ambisi Ganeshpuri Road, Village- Palsai, Tal: Wada, Dist-Palghar.",3000.0,rtc.iqbal@gmail.com,9324525208,Dismantler
"Ecostar Recycling, Survey No.94 Hissa No.12 Mahadev Industrial, Near Ladi Company, Mumbra, Dist:
 Thane-400612.",275.0,recyclingecostar@gmail.co m,9969425168,Dismantler
"Bombay Metal Works, Sr. 54, Hissa
 No. 4, Dahisar Road, Pimpri, Tal & Dist: Thane",1000.0,bombay.mw@gmail.com,9820047496,Dismantler
"Ancus India Reprocessing Pvt. Ltd., shop No. 2, Bldg. No. 1, Tiwari Estate, Village Dhaniv, Nalasopara (E), Vasai",450.0,ancusindia@gmail.com,9594285656,Dismantler
"Progressive Recycler LLP. MIDC
 Chakan Industrial area (PH-II), D-45, Tal. Khed, Dist:-Pune",295.0,progressiverecycler@gmai l.com,9601262269,Dismantler
"Envirocare Recycling Pvt. Ltd., Unit no: 8/ C-I Actual Industrial Complex, Uchat, Road, Village Magathane, Tal. Wada Dist. Thane",500.0,info@envirocareindia.co.i n,9820094450,Dismantler
"Green Planet Recycling Solutions, Sr. No. 72/1/A, At Bhandarli, Dahisar Mori, Old Mumbra Panvel Road, Tal. & Dist. Thane",550.0,info@greenrecycle.in,7666562225,Dismantler
"A. S. Enterprises, Shop No. 4 Shankar Temple, Jasmine Bldg. Pestam Sagar Road No. 4, Chembur, Mumbai Suburban -
 400089",500.0,"as.enterprises9090@gmail
 .com",-,Dismantler
"Rcube Recycling Pvt Ltd., Shree Ganesh Indl Estate, Vasai, Palghat, Khairpada, Palghar - 401330",230.0,info@rcuberecycling.com,8369684193,Dismantler
"Alfa Trading Co., KOLHAPUR ESTATE, YADAV NAGAR, KHERANI
 ROAD, SAKINAKA, Andheri, Mumbai Suburban - 400072",80.0,alfatradingcomp@gmail.c om,9967665574,Dismantler
"Universal Waste Management, Gala No. B-10, D. P. K. Compound,
 Khairani Road, Sakinaka, Mumbai –
 400072 - 400072",310.0,snadeemalvi@gmail.com,8692005752,Dismantler
"Sadab Traders, Plot No. 1154, Gat No. 140/2A/1, Village Vilholi, Behind Jain Temple, Tal & Dist.
 Nashik - 422010",300.0,sadabtra.nsk@gmail.com,9372670601,Dismantler
"GNG Electronics Pvt. Ltd., Sr. No.
 54, Hissa No. Dahisar Rd, Pimpri, Tal. & Dist. - Thane",750.0,"vipul.g@electronicsbazaar
 .com",7667568801,Dismantler
"ARSH RECYCLING PRIVATE LIMITED, GAT No. 1750, RANJANGAON GANPATI, PUNE NAGAR ROAD,
 Ranjangaon Ganpati, Pune - 412209",2400.0,arshrecycling4@gmail.co m,7040691499,Dismantler
"SAHARA ENTERPRISES, GAT N0 65 DEHU ALANDI ROAD, CHIKHALI, TAL.HAVELI DIST.PUNE - 411062",160.0,irfan2068@gmail.com,9821761541,Dismantler
"Anand Computer System, 2160 B, Sadashiv Peth, Swamipuram Bldg, Shop No. 7,8,9, Pune - 411030",350.0,anandcomputer2000@yah oo.com-,9371015373,Dismantler
"Bharat E Waste Recycling Co., Sr. No. 189, Vill. Waliv, Vasai-Virar City (M Corp), Palghar - 401208.",500.0,"info@bharatewaste.com
 info@ewastemart.com",9224757187,Dismantler
